pytorch_transformer train --------------
Using device: mps
Epoch 1/50, Loss: 3.2695
Epoch 2/50, Loss: 2.4652
Epoch 3/50, Loss: 2.0595
Epoch 4/50, Loss: 1.7008
Epoch 5/50, Loss: 1.3727
Epoch 6/50, Loss: 1.1456
Epoch 7/50, Loss: 0.9263
Epoch 8/50, Loss: 0.7534
Epoch 9/50, Loss: 0.6718
Epoch 10/50, Loss: 0.5446
Epoch 11/50, Loss: 0.4597
Epoch 12/50, Loss: 0.3939
Epoch 13/50, Loss: 0.3540
Epoch 14/50, Loss: 0.2925
Epoch 15/50, Loss: 0.2963
Epoch 16/50, Loss: 0.2198
Epoch 17/50, Loss: 0.1904
Epoch 18/50, Loss: 0.1928
Epoch 19/50, Loss: 0.1656
Epoch 20/50, Loss: 0.1302
Epoch 21/50, Loss: 0.1131
Epoch 22/50, Loss: 0.1269
Epoch 23/50, Loss: 0.1035
Epoch 24/50, Loss: 0.0815
Epoch 25/50, Loss: 0.0811
Epoch 26/50, Loss: 0.0694
Epoch 27/50, Loss: 0.0609
Epoch 28/50, Loss: 0.0618
Epoch 29/50, Loss: 0.0493
Epoch 30/50, Loss: 0.0418
Epoch 31/50, Loss: 0.0456
Epoch 32/50, Loss: 0.0371
Epoch 33/50, Loss: 0.0352
Epoch 34/50, Loss: 0.0383
Epoch 35/50, Loss: 0.0343
Epoch 36/50, Loss: 0.0268
Epoch 37/50, Loss: 0.0260
Epoch 38/50, Loss: 0.0242
Epoch 39/50, Loss: 0.0277
Epoch 40/50, Loss: 0.0261
Epoch 41/50, Loss: 0.0186
Epoch 42/50, Loss: 0.0194
Epoch 43/50, Loss: 0.0155
Epoch 44/50, Loss: 0.0146
Epoch 45/50, Loss: 0.0125
Epoch 46/50, Loss: 0.0389
Epoch 47/50, Loss: 0.0410
Epoch 48/50, Loss: 0.0142
Epoch 49/50, Loss: 0.0186
Epoch 50/50, Loss: 0.0134
Training finished!
result plt ok.
